"@timestamp","@version","__typename","_id","_index","_score","_type","accessibility_caption","comments_disabled","created_at","did_report_as_spam","dimensions.height","dimensions.width","display_url","edge_liked_by.count","edge_media_preview_like.count","edge_media_to_comment.count","fact_check_information","fact_check_overall_rating","gating_info",id,"insta_description","is_restricted_pending","is_video",location,"location.has_public_page","location.id","location.name","location.slug","media_preview",message,"owner.id","owner.username",shortcode,"taken_at_timestamp",text,"thumbnail_src","viewer_has_liked"
"Mar 18, 2020 @ 20:59:59.744",1,GraphVideo,cypy73ABCuLPJKLpI8Xm,"insta_data-2020.02.26-000001",,"_doc",,false,0,false,640,640,"https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/e35/90090239_1588739324612443_2548058848385122957_n.jpg?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=8HSO0jlaxHsAX9n0iQi&oh=00544437a6d2b86c549931f6f60d6fa2&oe=5E74EF35",52,52,4,,,,2267795284301193060,"What size wheels do you ride ? Comment below 👇🔥
Go Follow @24skates & Post Notification On ✔
👕 Link Store SB in Bio 👕
▫
▫
Skater 👉 @julipenelope
▫
▫
Tags(ignore)
#skateboardmag
#skateboading #streetskating
#skateboardingday #berrics
#girlshred #skater #skateboardingisfun
#brailleskateboarding #skateboardingisfun #skatelife #skatepark #skater #california #oldschoolskateboarding #skateboarder #skateboardlife #skateboards #skateboarders
#skateboardingisnotacrime #chile #mexico
#europe #unitedstates #brazil #france",false,true,"{""id"":""212970049"",""slug"":""beverly-hills-california"",""has_public_page"":true,""name"":""Beverly Hills, California""}",,,,,,,15304967927,24skates,B9408u4FB9k,"1,584,562,362",,"https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/e35/90090239_1588739324612443_2548058848385122957_n.jpg?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=8HSO0jlaxHsAX9n0iQi&oh=00544437a6d2b86c549931f6f60d6fa2&oe=5E74EF35",false
"Mar 18, 2020 @ 20:59:59.270",1,GraphImage,Wipy73ABCuLPJKLpIsUM,"insta_data-2020.02.26-000001",,"_doc","Photo by Ommremedies on March 18, 2020.",false,0,false,"1,080","1,080","https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/e35/90326653_138569867674219_1931501219711294828_n.jpg?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=2rPQ6HH6ttMAX_ZZsSr&oh=b417c28cebc83db1cccc91c44c2e3eee&oe=5EA462BA",11,11,2,,,,2267795945901330081,"All ingredients necessary for the ideal ANTI BACTERIAL HAND SANITIZER .
CLOVE CINNAMON ROSEMARY & ORGANIC CANE ALCOHOL 200 PROOF.
.
IN STOCK DM/ www.ommremedies.com
#STAYSAFE
.
#CBDSkinCare #cbd #covid19 #handsanitizer #FullSpectrumwellness #health #chronicpain#wholeplant #cbd #cbdoil #covid_19 #cannabis#plantmedicine #california#pain #CBDWellness",false,false,,,,,,,,1720912463,"omm_remedies",B941GXChQ6h,"1,584,562,365",,"https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/90326653_138569867674219_1931501219711294828_n.jpg?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=2rPQ6HH6ttMAX_ZZsSr&oh=8a37bbe34b7bbfd645c79a4715755e79&oe=5E9EA65F",false
"Mar 18, 2020 @ 20:59:58.854",1,GraphImage,WSpy73ABCuLPJKLpIMVs,"insta_data-2020.02.26-000001",,"_doc","Image may contain: 1 person, sitting and indoor",false,0,false,823,"1,080","https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/82240447_849230845550305_323239584402129474_n.jpg?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=AP95X3u_gwQAX9EUI-z&oh=a7b8a23807e3c84267e215be65ba18de&oe=5E9DA3EF",6,6,0,,,,2267795984423396623,"@valeria.leonova.nyc mua: @keeocruz
.
.
#fashion #quarantine  #art #studio #instagram #instastyle #instafun #style #2020 #instagood #photography #portraits #photo #model #modeling #blackandwhite #fun #losangeles #california #la #ca",false,false,"{""id"":""212999109"",""slug"":""los-angeles-california"",""has_public_page"":true,""name"":""Los Angeles, California""}",,,,,,,4027439624,"katelynne_wagner",B941G66nSUP,"1,584,562,369",,"https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/sh0.08/e35/c171.0.1098.1098a/s640x640/82240447_849230845550305_323239584402129474_n.jpg?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=AP95X3u_gwQAX9EUI-z&oh=5c28a574cc8ae458f00296f231477404&oe=5EA043C7",false
"Mar 18, 2020 @ 20:59:58.455",1,GraphImage,WCpy73ABCuLPJKLpHsXd,"insta_data-2020.02.26-000001",,"_doc","Image may contain: people standing, bridge, sky, ocean, outdoor and water",false,0,false,894,"1,080","https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/90087623_681782099317068_5649878580531504205_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=100&_nc_ohc=y2o8ZkIdbFQAX_-gv0v&oh=83ff7423481d83346dcf097acd2f4e62&oe=5EA68819",23,23,6,,,,2267796003264276343,"Sending you lots of love and hugs. Take care Guys 😘❤️",false,false,"{""id"":""16839381"",""slug"":""golden-gate-bridge"",""has_public_page"":true,""name"":""Golden Gate Bridge""}",,,,,,,8654588682,"melodiya_aria",B941HMdnid3,"1,584,562,372",,"https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/c124.0.1192.1192a/s640x640/90087623_681782099317068_5649878580531504205_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=100&_nc_ohc=y2o8ZkIdbFQAX_-gv0v&oh=4952517649c02946bc70f1ce1d3e0e47&oe=5EA43866",false
"Mar 18, 2020 @ 20:59:58.026",1,GraphImage,Vypy73ABCuLPJKLpHcUw,"insta_data-2020.02.26-000001",,"_doc","Image may contain: sky and outdoor",false,0,false,"1,350","1,080","https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/89848382_603580640371490_4811558499730304097_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=eGPzupX-ywMAX8vjD6R&oh=eb03486a69b90b6cd7e8557dec9cf36c&oe=5E9F724E",17,17,0,,,,2267796015888523844,"Los Rios Historic District⁣
⁣
💡 Los Rios Historic District is a neighborhood in the city of San Juan Capistrano, California and, with buildings dating to 1794, is the oldest continually occupied neighborhood in the state.⁣
(Source: Wikipedia)⁣
⁣⁣⁣⁣⁣
April 2019📍#SanJuanCapistrano #LosRiosHistoricDistrict #OrangeCounty #California⁣⁣⁣⁣⁣⁣⁣⁣ ⁣⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣⁣
#Train #Amtrak #OldTown #Trip #Traveler #Travelstories #travelgoals #Wander #Explore #Wanderlust #BeautifulDestinations⁣⁣ #DiscoverOrangeCounty #DiscoverCalifornia #VisitOrangeCounty #VisitSanJuanCapistrano #MeetTheWorld #TravelPassport #traveldiaries #CaliforniaDreaming #Iamatraveler #cntraveler #theOC #historicplaces #historic #architecture #instatravel",false,false,"{""id"":""1353670"",""slug"":""los-rios-district"",""has_public_page"":true,""name"":""Los Rios District""}",,,,,,,329372372,"this.is.the.mark",B941HYOFOJE,"1,584,562,373",,"https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/89848382_603580640371490_4811558499730304097_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=eGPzupX-ywMAX8vjD6R&oh=bc84512af72b8f92e7b206ad1c2b0450&oe=5EA17ADD",false
"Mar 18, 2020 @ 20:59:57.649",1,GraphSidecar,Vipy73ABCuLPJKLpG8W3,"insta_data-2020.02.26-000001",,"_doc","Image may contain: one or more people, cloud, sky, mountain, outdoor and nature",false,0,false,"1,350","1,080","https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/90339111_1371510263041379_7589370875327169903_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=HOckkk_s0FMAX9NZ9Wa&oh=46a09c879b01eace63919f014eab95a6&oe=5EA703C7",18,18,1,,,,2267796039955456356,"🪁 Flying Kites = outdoor activity + social distance
.
.
.
This #coronavirus pandemic is heartbreaking but the ways we can help (shelter-in-place) has been an incredible blessing. ..
.
.
.
@mhc616 #coastalliving #kumaadventures @visithalfmoonbay #beachlife #beachbum #californiagirl #california #westcoast #beachbum #halfmoonbay #outdooractivity #socialdistance #quarantineactivity",false,false,"{""id"":""213762097"",""slug"":""half-moon-bay-california"",""has_public_page"":true,""name"":""Half Moon Bay, California""}",,,,,,,5240961,"tuhan_",B941HuolSFk,"1,584,562,376",,"https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/90339111_1371510263041379_7589370875327169903_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=HOckkk_s0FMAX9NZ9Wa&oh=203d70ce2abfc519ec8c82987aa6e4d0&oe=5E9F1963",false
"Mar 18, 2020 @ 20:59:57.191",1,GraphVideo,VSpy73ABCuLPJKLpGcXt,"insta_data-2020.02.26-000001",,"_doc",,false,0,false,"1,920","1,080","https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/90050834_105622854409444_8305033279620692887_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=ScsK-Orc69QAX_yJuad&oh=2aad15ee15c3f2c381cbc9f66901e197&oe=5E74F94C",5,5,0,,,,2267794815393654752,"Video of my 1st 20+ Inch Bass of 2020. 👊🏼🎣💯.
Photo/Video Credit 📸: @maxxlimit_adventures .
.
#kayak #bass #fishing #kbf #wwbt #slaynation #tbnation #kayaking #bassfishing #kayakbassfishing #hobie #pro #angler #california #wildwestbasstrail #america #trump #usa #instagood #instadaily #bassnation #instalove",false,true,,,,,,,,2937482356,"maxxlimit_adventures",B94016LAufg,"1,584,562,377",,"https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/c0.472.1215.1215a/s640x640/90050834_105622854409444_8305033279620692887_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=ScsK-Orc69QAX_yJuad&oh=fc58059fe82b94102c3bc9073be18969&oe=5E74EDE7",false
"Mar 18, 2020 @ 20:59:56.815",1,GraphImage,VCpy73ABCuLPJKLpGMV1,"insta_data-2020.02.26-000001",,"_doc","Image may contain: one or more people and people playing sports",false,0,false,"1,080","1,080","https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/90317240_148068413131743_3326929147679272022_n.jpg?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=X2JF75HhyDMAX-1G56j&oh=961cb0e7d6e9033e52b86569cdbc7aa6&oe=5EA6FC7A",23,23,0,,,,2267796060734064134,"The Chargers and CB Chris Harris Jr have agreed to a deal. No word yet on the details. LFG!!!! Welcome to the squad @chrisharrisjr •
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
#chargers #bolts #boltup #boltsnation #lachargers #chargersnation #nfl #football #news #likes #follow #likeforlikes #followforfollow #f4f #losangeles #sandiego #instagram #boltgangordontbang #dub #sports #footballnews #lac #jackboys #jackboyz #chiefs #losangeleschargers #california #afcwest #broncos #raiders",false,false,,,,,,,,9234043566,"chargers.prime","B941IB_FYYG","1,584,562,378",,"https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/90317240_148068413131743_3326929147679272022_n.jpg?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=X2JF75HhyDMAX-1G56j&oh=4431a1132eba8bd8f7a12ae027dea58d&oe=5E9C59CD",false
"Mar 18, 2020 @ 20:59:56.449",1,GraphImage,Uypy73ABCuLPJKLpF8UH,"insta_data-2020.02.26-000001",,"_doc","Image may contain: 2 people, shoes and indoor",false,0,false,"1,265","1,080","https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/90089849_663321891105962_4435464860747303464_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=yGghAg0CjIcAX_ZgWzQ&oh=3be48afc48466ee702aa7bb926c314d4&oe=5E9C9958",86,86,1,,,,2267796054845754469,"@retrovintageglasses_  X @priince.polo 🔥 .
.

#9five from #SanDiego to #algeria #9fivedz #9fivealgeria #9fivealgerie#eyewear #sunglasses #california #algeria #europe #team9fivealgeria 
#opticien #lunetier #lunettes #solaires",false,false,,,,,,,,12610480100,"9five_algeria",B941H8gHQxl,"1,584,562,378",,"https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/c0.123.1440.1440a/s640x640/90089849_663321891105962_4435464860747303464_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=yGghAg0CjIcAX_ZgWzQ&oh=74a56034e12c41cdef8381aaecb895d7&oe=5E9CF1E1",false
"Mar 18, 2020 @ 20:59:56.043",1,GraphImage,Uipy73ABCuLPJKLpFcVx,"insta_data-2020.02.26-000001",,"_doc","Photo by Tarra Flores Sloan on March 18, 2020.",false,0,false,"1,080","1,080","https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/90089028_138381704259960_7016965818539849348_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=100&_nc_ohc=bs_JLjjbo6MAX9FapXN&oh=f2e6fef2a686846865d1fbc071b46ec5&oe=5EA1DA45",3,3,0,,,,2267796073502485948,"In response to this unprecedented crisis, California Association of Realtors, which I am a member of are pleased to a nounce a new form release—called the Coronavirus Addendum/Amendment (Form CVA). It is already available for use in my legal forms for all of my real estate transactions. The form provides that when circumstances related to the coronavirus are affecting the closing date, the Buyer and Seller agree to extend escrow for a default of 30 days. There is also an optional clause where the buyer and seller can mutually agree to cancel the Agreement and an additional optional clause where the buyer or seller can cancel even after removing the loan contingency if inability to fund is caused by Covid-19 related loss of income. This helps create a transaction all parties are content to move forward in. It is business as usual for all of us Realtors and Lenders and I am glad to help! Call me to see how you can get yourself to a place to buy or for a free home value report. 
Tarra Flores Sloan
Realtor DRE 02042286
📲(916) 544-2152
Pursuit Properties

#buying #selling #realestate #california",false,false,,,,,,,,5993810,tarrafloressloan,B941IN4JC28,"1,584,562,380",,"https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/90089028_138381704259960_7016965818539849348_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=100&_nc_ohc=bs_JLjjbo6MAX9FapXN&oh=0e6355f1249c6c359f77b39a357f5b14&oe=5EA18EF2",false
