owner.id,location.id,taken_at_timestamp,hashtag1,hashtag2,hashtag3,hashtag4,hashtag5,hashtag6,hashtag7,hashtag8,hashtag9,hashtag10
2257762377,1482672511761772,1564036516,nicetravelkz,горящиетуры,путешествие,чудоприроды,хочутуда,необыкновеннаякрасота,отдых,лучшийтуроператор,мечтысбываются,летимвотпуск
7566131782,249174568,1564036598,лукоморьесевастополь,годинынаотдыхе,годины,отдыхсдетьми,севастополь2019,веревочныйпарк,0,0,0,0
5410427174,648372479,1564036693,море,азовскоеморе,виднаморе,гостиницанаморе,пляж,гостевойдом,гостиница,бронировать,отдых2019,бронируемотдых
12785045727,894812510,1564036965,Ребёнок,рыба,рыбалка23,rybalka_23_krd,отдыхсдетьми,счастье,снамиловят,краснодар,крд,tipich_krd
6950883765,825339471178259,1564037110,0,0,0,0,0,0,0,0,0,0
584105323,582497147,1564037160,0,0,0,0,0,0,0,0,0,0
5447859393,650314978,1564037210,гркальбатрос,альбатросархипоосиповка,архипоосиповка,архипка,геленджик,черноеморе,отдыхсдетьми,пшада,джубга,текос
7934239240,214849746,1564037319,турывяпонию,пропутешествия,токио,окинава,киото,тоттори,фудзи,отдыхсдетьми,frigateaerotours,истукусима
7566131782,249174568,1564037354,лукоморьесевастополь,годинынаотдыхе,годины,отдыхсдетьми,музейшоколада,мыиндейцы,0,0,0,0
1565952829,223428916,1564037484,турыкипр,турыпафос,путешествие,отдых,туры,кудапоехать,гдехорошо,гдекрасиво,горящиетуры,поравотпуск
475147710,1027056887,1564037559,0,0,0,0,0,0,0,0,0,0
7980486452,776477560,1564037579,yuzhnosahalinsk,0,0,0,0,0,0,0,0,0
428912980,1023901781,1564037628,active_mama,отдыхсдетьми,люблю,закат,закаты,0,0,0,0,0
557169295,766959541,1564037632,0,0,0,0,0,0,0,0,0,0
6328790003,142233509121366,1564037856,авиабилеты,авиа,авиабилетынамальдивы,авиабилетыкиев,отдыхнамальдивах,отдыхнаморе,отдыхнаокеане,отдыхнамальдивахсребенком,турагент,maldives
1708256680,274317852,1564037873,бусиннка_малышам,бусиннка_комбез,0,0,0,0,0,0,0,0
2103725827,266030577413067,1564037958,турыегипет,турышармэльшейх,путешествие,отдых,туры,0,0,0,0,0
3888064232,718359368179377,1564038200,"Друзья,",Пшиш,ВашРомантик,нашотель,Романтик_Архыз,акция,КурортАрхыз,Путешествие,Курорт,Горнолыжный_курорт
1505906824,225376021,1564038210,турыдоминикана,турыбокачика,путешествие,отдых,туры,пегаспечора,глобуспечора,пляжныйотдых,экскурсионныетуры,автобусныетуры
7497303863,1957603134509729,1564038256,0,0,0,0,0,0,0,0,0,0
4116978712,247019130,1564038284,julies_trip,julies_trip_bulgaria,0,0,0,0,0,0,0,0
5994022240,140940929918509,1564038479,0,0,0,0,0,0,0,0,0,0
16020011535,333338324,1564038550,отдых,беларусь,всябеларусь,природа,природарядом,шашлыкмашлык,природамать,отдыхнаморе,арендадома,отдыхаем
1771123304,493157597,1564038618,Яцкевич,ВладимирЯцкевич,Yatskevich,conductor,дирижер,семья,отдых,путешествие,travel,trip
1680840003,498389887,1564038698,кашин,пороссиинаавто,путешествиесдетьми,отдыхсдетьми,0,0,0,0,0,0
12567086941,213174824,1564038721,0,0,0,0,0,0,0,0,0,0
